model,organelle,dataset,dataset_label,crop_id,coverage,voxel_nm,source_image,dice,iou,precision,recall,f1,accuracy,specificity,tp,fp,fn,tn,gt_area,pred_area,eval_area,gt_frac,cldice,boundary_f1,status,infer_s,inst_n_pred,inst_n_gt,inst_precision@0.5,inst_recall@0.5,inst_f1@0.5,inst_ap@0.5,inst_precision@0.75,inst_recall@0.75,inst_f1@0.75,inst_ap@0.75,inst_pq,inst_sq,inst_rq,target_nm,model_type,force_scale
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00077,sparse,80,nuclei.zip:train_data_nuclei_04,0.950752,0.906126,0.957401,0.944194,0.950752,0.999861,0.99994,22452,999,1327,16752438,23779,23451,113505,0.209497,0.974229,0.857221,ok,0.144,13,13,0.846154,0.846154,0.846154,0.733333,0.769231,0.769231,0.769231,0.625,0.744159,0.87946,0.846154,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00078,sparse,80,nuclei.zip:train_data_nuclei_04,0.920966,0.853509,0.926557,0.915441,0.920966,0.999806,0.99991,18924,1500,1748,16755044,20672,20424,119021,0.173684,0.939103,0.841174,ok,0.121,17,14,0.823529,1.0,0.903226,0.823529,0.764706,0.928571,0.83871,0.722222,0.760246,0.841701,0.903226,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00079,sparse,80,nuclei.zip:train_data_nuclei_04,0.910085,0.835006,0.929033,0.891894,0.910085,0.999772,0.999912,19388,1481,2350,16753997,21738,20869,128800,0.168773,0.920874,0.786032,ok,0.112,18,16,0.777778,0.875,0.823529,0.7,0.722222,0.8125,0.764706,0.619048,0.703159,0.853836,0.823529,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00080,sparse,80,nuclei.zip:train_data_nuclei_04,0.91093,0.83643,0.946,0.878369,0.91093,0.999733,0.999922,22914,1308,3173,16749821,26087,24222,132375,0.197069,0.895543,0.758852,ok,0.054,16,19,0.8125,0.684211,0.742857,0.590909,0.625,0.526316,0.571429,0.4,0.615594,0.828685,0.742857,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00081,sparse,80,nuclei.zip:train_data_nuclei_04,0.9439,0.893761,0.954083,0.933933,0.9439,0.999795,0.999917,28965,1394,2049,16744808,31014,30359,132750,0.233627,0.931141,0.841484,ok,0.106,18,17,0.722222,0.764706,0.742857,0.590909,0.611111,0.647059,0.628571,0.458333,0.636545,0.856887,0.742857,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00082,sparse,80,nuclei.zip:train_data_nuclei_04,0.933766,0.87576,0.940016,0.927598,0.933766,0.999733,0.99988,31530,2012,2461,16741213,33991,33542,133125,0.255331,0.949145,0.823146,ok,0.151,17,16,0.882353,0.9375,0.909091,0.833333,0.647059,0.6875,0.666667,0.5,0.746015,0.820617,0.909091,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00083,sparse,80,nuclei.zip:train_data_nuclei_04,0.919063,0.850247,0.945057,0.894461,0.919063,0.999676,0.999893,30858,1794,3641,16740923,34499,32652,133500,0.258419,0.900323,0.765268,ok,0.268,16,18,0.875,0.777778,0.823529,0.7,0.625,0.555556,0.588235,0.416667,0.664149,0.806467,0.823529,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00084,sparse,80,nuclei.zip:train_data_nuclei_04,0.90875,0.83276,0.934204,0.884645,0.90875,0.999646,0.999876,29533,2080,3851,16741752,33384,31613,135375,0.246604,0.868495,0.770754,ok,0.052,20,20,0.75,0.75,0.75,0.6,0.6,0.6,0.6,0.428571,0.628281,0.837708,0.75,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00085,sparse,80,nuclei.zip:train_data_nuclei_04,0.92871,0.866908,0.959642,0.89971,0.92871,0.999702,0.999918,32529,1368,3626,16739693,36155,33897,137625,0.262707,0.92707,0.825229,ok,0.103,18,24,0.888889,0.666667,0.761905,0.615385,0.777778,0.583333,0.666667,0.5,0.65318,0.857299,0.761905,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00086,sparse,80,nuclei.zip:train_data_nuclei_04,0.929788,0.868788,0.960724,0.900782,0.929788,0.999708,0.999921,32484,1328,3578,16739826,36062,33812,138000,0.261319,0.926636,0.814934,ok,0.161,16,22,1.0,0.727273,0.842105,0.727273,0.875,0.636364,0.736842,0.583333,0.728546,0.865149,0.842105,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00087,sparse,80,nuclei.zip:train_data_nuclei_04,0.888804,0.799863,0.954195,0.831802,0.888804,0.999582,0.99992,28060,1347,5674,16742135,33734,29407,138000,0.244449,0.837582,0.761156,ok,0.127,16,20,0.875,0.7,0.777778,0.636364,0.75,0.6,0.666667,0.5,0.663392,0.852933,0.777778,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00088,sparse,80,nuclei.zip:train_data_nuclei_04,0.926858,0.863685,0.955752,0.899659,0.926858,0.999744,0.999925,27194,1259,3033,16745730,30227,28453,137250,0.220233,0.927459,0.827705,ok,0.118,15,24,0.8,0.5,0.615385,0.444444,0.8,0.5,0.615385,0.444444,0.558078,0.906877,0.615385,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00089,sparse,80,nuclei.zip:train_data_nuclei_04,0.931115,0.871109,0.955273,0.90815,0.931115,0.999774,0.999928,25608,1199,2590,16747819,28198,26807,134625,0.209456,0.921876,0.85149,ok,0.294,13,19,0.923077,0.631579,0.75,0.6,0.923077,0.631579,0.75,0.6,0.661565,0.882087,0.75,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00090,sparse,80,nuclei.zip:train_data_nuclei_04,0.921779,0.854907,0.954088,0.891586,0.921779,0.999789,0.99994,20864,1004,2537,16752811,23401,21868,134250,0.174309,0.862861,0.816953,ok,0.057,14,17,0.928571,0.764706,0.83871,0.722222,0.928571,0.764706,0.83871,0.722222,0.745244,0.88856,0.83871,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00091,sparse,80,nuclei.zip:train_data_nuclei_04,0.935724,0.879211,0.953476,0.918621,0.935724,0.999844,0.999945,18998,927,1683,16755608,20681,19925,137625,0.150271,0.933875,0.8646,ok,0.237,11,15,1.0,0.733333,0.846154,0.733333,1.0,0.733333,0.846154,0.733333,0.742307,0.877272,0.846154,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00092,sparse,80,nuclei.zip:train_data_nuclei_04,0.94957,0.903982,0.95188,0.947271,0.94957,0.999864,0.999935,21522,1088,1198,16753408,22720,22610,126140,0.180117,0.960976,0.902661,ok,0.116,12,15,1.0,0.8,0.888889,0.8,1.0,0.8,0.888889,0.8,0.785536,0.883728,0.888889,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00093,sparse,80,nuclei.zip:train_data_nuclei_04,0.938535,0.884188,0.953659,0.923883,0.938535,0.999822,0.999934,22843,1110,1882,16751381,24725,23953,125250,0.197405,0.924896,0.836032,ok,0.108,10,13,1.0,0.769231,0.869565,0.769231,1.0,0.769231,0.869565,0.769231,0.780257,0.897296,0.869565,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00094,sparse,80,nuclei.zip:train_data_nuclei_04,0.944621,0.895054,0.967052,0.923207,0.944621,0.999829,0.99995,24537,836,2041,16749802,26578,25373,126000,0.210937,0.928348,0.876982,ok,0.108,12,14,1.0,0.857143,0.923077,0.857143,0.833333,0.714286,0.769231,0.625,0.814068,0.881907,0.923077,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00095,sparse,80,nuclei.zip:train_data_nuclei_04,0.939173,0.885322,0.958725,0.920404,0.939173,0.999794,0.999932,26642,1147,2304,16747123,28946,27789,140625,0.205838,0.918447,0.853511,ok,0.136,13,16,1.0,0.8125,0.896552,0.8125,0.846154,0.6875,0.758621,0.611111,0.780022,0.870025,0.896552,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00096,sparse,80,nuclei.zip:train_data_nuclei_04,0.913656,0.841038,0.965253,0.867296,0.913656,0.999709,0.999944,25835,930,3953,16746498,29788,26765,140625,0.211826,0.915591,0.837552,ok,0.064,16,14,0.75,0.857143,0.8,0.666667,0.625,0.714286,0.666667,0.5,0.671896,0.839869,0.8,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00097,sparse,80,nuclei.zip:train_data_nuclei_04,0.943727,0.893449,0.960622,0.927416,0.943727,0.99982,0.999938,25273,1036,1978,16748929,27251,26309,140625,0.193785,0.909274,0.853328,ok,0.154,13,14,0.769231,0.714286,0.740741,0.588235,0.615385,0.571429,0.592593,0.421053,0.639227,0.862956,0.740741,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00098,sparse,80,nuclei.zip:train_data_nuclei_04,0.946636,0.898679,0.965623,0.928382,0.946636,0.999843,0.99995,23398,833,1805,16751180,25203,24231,140625,0.179221,0.928406,0.867435,ok,0.111,10,12,0.9,0.75,0.818182,0.692308,0.8,0.666667,0.727273,0.571429,0.724464,0.885456,0.818182,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00099,sparse,80,nuclei.zip:train_data_nuclei_04,0.935694,0.879158,0.964485,0.908571,0.935694,0.999838,0.999957,19716,726,1984,16754790,21700,20442,137625,0.157675,0.915856,0.831302,ok,0.109,10,12,0.9,0.75,0.818182,0.692308,0.7,0.583333,0.636364,0.466667,0.693316,0.847386,0.818182,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00100,sparse,80,nuclei.zip:train_data_nuclei_05,0.924547,0.859682,0.946521,0.90357,0.924547,0.999554,0.999845,45858,2591,4894,16723873,50752,48449,90000,0.563911,0.932436,0.816283,ok,0.149,42,49,0.833333,0.714286,0.769231,0.625,0.785714,0.673469,0.725275,0.568966,0.660245,0.858319,0.769231,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00101,sparse,80,nuclei.zip:train_data_nuclei_05,0.932793,0.87405,0.94867,0.917438,0.932793,0.999601,0.99985,46482,2515,4183,16724036,50665,48997,90000,0.562944,0.943269,0.864524,ok,0.073,43,51,0.860465,0.72549,0.787234,0.649123,0.697674,0.588235,0.638298,0.46875,0.666631,0.846802,0.787234,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00102,sparse,80,nuclei.zip:train_data_nuclei_05,0.931439,0.871677,0.946403,0.916942,0.931439,0.999588,0.999841,46952,2659,4253,16723352,51205,49611,90000,0.568944,0.95115,0.856307,ok,0.166,42,47,0.809524,0.723404,0.764045,0.618182,0.714286,0.638298,0.674157,0.508475,0.647454,0.847403,0.764045,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00103,sparse,80,nuclei.zip:train_data_nuclei_05,0.915545,0.844245,0.942107,0.890441,0.915545,0.999522,0.99984,43482,2672,5350,16725712,48832,46154,90000,0.542578,0.924453,0.828881,ok,0.162,41,47,0.853659,0.744681,0.795455,0.660377,0.707317,0.617021,0.659091,0.491525,0.661649,0.831788,0.795455,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00104,sparse,80,nuclei.zip:train_data_nuclei_05,0.914728,0.842856,0.929207,0.900693,0.914728,0.999528,0.999806,42501,3238,4686,16726791,47187,45739,90000,0.5243,0.922915,0.813311,ok,0.138,40,48,0.875,0.729167,0.795455,0.660377,0.725,0.604167,0.659091,0.491525,0.662353,0.832672,0.795455,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00105,sparse,80,nuclei.zip:train_data_nuclei_05,0.896462,0.812353,0.943382,0.853988,0.896462,0.999464,0.99986,38906,2335,6652,16729323,45558,41241,90000,0.5062,0.897012,0.795145,ok,0.101,37,43,0.864865,0.744186,0.8,0.666667,0.72973,0.627907,0.675,0.509434,0.671583,0.839479,0.8,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00106,sparse,80,nuclei.zip:train_data_nuclei_05,0.90671,0.829342,0.946164,0.870416,0.90671,0.999529,0.999869,38401,2185,5717,16730913,44118,40586,90000,0.4902,0.912797,0.800896,ok,0.154,37,40,0.837838,0.775,0.805195,0.673913,0.72973,0.675,0.701299,0.54,0.67625,0.839859,0.805195,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00107,sparse,80,nuclei.zip:train_data_nuclei_05,0.912887,0.839735,0.945213,0.882698,0.912887,0.999559,0.999866,38784,2248,5154,16731030,43938,41032,90000,0.4882,0.920645,0.84259,ok,0.16,37,39,0.918919,0.871795,0.894737,0.809524,0.837838,0.794872,0.815789,0.688889,0.764315,0.854234,0.894737,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00108,sparse,80,nuclei.zip:train_data_nuclei_05,0.917241,0.847133,0.947617,0.888752,0.917241,0.999558,0.999864,41119,2273,5147,16728677,46266,43392,90000,0.514067,0.940649,0.837198,ok,0.066,36,37,0.888889,0.864865,0.876712,0.780488,0.861111,0.837838,0.849315,0.738095,0.762255,0.869447,0.876712,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00109,sparse,80,nuclei.zip:train_data_nuclei_05,0.897252,0.813652,0.943606,0.85524,0.897252,0.999456,0.999858,39873,2383,6749,16728211,46622,42256,90000,0.518022,0.91438,0.806062,ok,0.056,33,36,0.909091,0.833333,0.869565,0.769231,0.848485,0.777778,0.811594,0.682927,0.748858,0.861187,0.869565,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00110,sparse,80,nuclei.zip:train_data_nuclei_05,0.903991,0.824802,0.937766,0.872564,0.903991,0.999494,0.999842,39946,2651,5834,16728785,45780,42597,90000,0.508667,0.921457,0.823129,ok,0.075,36,37,0.861111,0.837838,0.849315,0.738095,0.75,0.72973,0.739726,0.586957,0.731102,0.860813,0.849315,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00111,sparse,80,nuclei.zip:train_data_nuclei_05,0.890618,0.802805,0.940579,0.845696,0.890618,0.999438,0.999855,38354,2423,6998,16729441,45352,40777,90000,0.503911,0.90696,0.77951,ok,0.144,31,37,0.903226,0.756757,0.823529,0.7,0.870968,0.72973,0.794118,0.658537,0.72,0.874285,0.823529,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00112,sparse,80,nuclei.zip:train_data_nuclei_05,0.898058,0.814978,0.928856,0.869237,0.898058,0.999474,0.999822,38894,2979,5851,16729492,44745,41873,90000,0.497167,0.910025,0.808069,ok,0.164,34,38,0.911765,0.815789,0.861111,0.756098,0.735294,0.657895,0.694444,0.531915,0.716649,0.832238,0.861111,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00113,sparse,80,nuclei.zip:train_data_nuclei_05,0.898225,0.815252,0.926577,0.871556,0.898225,0.999488,0.999821,37897,3003,5585,16730731,43482,40900,90000,0.483133,0.906864,0.822071,ok,0.125,34,38,0.941176,0.842105,0.888889,0.8,0.823529,0.736842,0.777778,0.636364,0.747213,0.840614,0.888889,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00114,sparse,80,nuclei.zip:train_data_nuclei_05,0.886401,0.795978,0.935775,0.841975,0.886401,0.999443,0.99985,36455,2502,6842,16731417,43297,38957,90000,0.481078,0.885884,0.778237,ok,0.519,31,36,0.870968,0.75,0.80597,0.675,0.806452,0.694444,0.746269,0.595238,0.690252,0.856423,0.80597,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00115,sparse,80,nuclei.zip:train_data_nuclei_05,0.894863,0.80973,0.933659,0.859162,0.894863,0.999488,0.999845,36535,2596,5989,16732096,42524,39131,90000,0.472489,0.904145,0.816656,ok,0.067,34,41,0.882353,0.731707,0.8,0.666667,0.823529,0.682927,0.746667,0.595745,0.674847,0.843559,0.8,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00116,sparse,80,nuclei.zip:train_data_nuclei_05,0.888044,0.798632,0.95215,0.832026,0.888044,0.999461,0.999892,35857,1802,7239,16732318,43096,37659,90000,0.478844,0.88679,0.790773,ok,0.439,31,39,0.870968,0.692308,0.771429,0.627907,0.806452,0.641026,0.714286,0.555556,0.665347,0.862487,0.771429,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00117,sparse,80,nuclei.zip:train_data_nuclei_05,0.887079,0.797073,0.948707,0.832969,0.887079,0.999479,0.999889,34310,1855,6880,16734171,41190,36165,89100,0.46229,0.903445,0.763203,ok,0.134,27,39,0.888889,0.615385,0.727273,0.571429,0.814815,0.564103,0.666667,0.5,0.622755,0.856288,0.727273,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00118,sparse,80,nuclei.zip:train_data_nuclei_05,0.874138,0.776417,0.897316,0.852128,0.874138,0.999393,0.999758,35365,4047,6137,16731667,41502,39412,90000,0.461133,0.861361,0.781318,ok,0.138,29,35,0.862069,0.714286,0.78125,0.641026,0.827586,0.685714,0.75,0.6,0.677709,0.867467,0.78125,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00119,sparse,80,nuclei.zip:train_data_nuclei_05,0.898834,0.816257,0.949283,0.853477,0.898834,0.999506,0.999882,36854,1969,6327,16732066,43181,38823,90000,0.479789,0.902691,0.785198,ok,0.212,29,35,0.896552,0.742857,0.8125,0.684211,0.862069,0.714286,0.78125,0.641026,0.706131,0.869084,0.8125,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00120,sparse,80,nuclei.zip:train_data_nuclei_05,0.874368,0.776779,0.916911,0.835597,0.874368,0.999378,0.999803,36295,3289,7141,16730491,43436,39584,90000,0.482622,0.872197,0.752128,ok,0.067,28,35,0.928571,0.742857,0.825397,0.702703,0.892857,0.714286,0.793651,0.657895,0.71597,0.867425,0.825397,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00121,sparse,80,nuclei.zip:train_data_nuclei_05,0.903511,0.824004,0.936494,0.872773,0.903511,0.999564,0.999861,34286,2325,4998,16735607,39284,36611,90000,0.436489,0.895577,0.801517,ok,0.149,28,35,0.928571,0.742857,0.825397,0.702703,0.714286,0.571429,0.634921,0.465116,0.690132,0.836122,0.825397,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00122,sparse,80,nuclei.zip:train_data_nuclei_05,0.915647,0.844417,0.95802,0.876863,0.915647,0.999641,0.999915,32657,1431,4586,16738542,37243,34088,90000,0.413811,0.908448,0.800255,ok,0.31,27,34,0.962963,0.764706,0.852459,0.742857,0.740741,0.588235,0.655738,0.487805,0.705412,0.827502,0.852459,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00123,sparse,80,nuclei.zip:train_data_nuclei_05,0.925857,0.86195,0.949704,0.903179,0.925857,0.999687,0.999896,32761,1735,3512,16739208,36273,34496,90000,0.403033,0.942611,0.839826,ok,0.051,28,30,0.964286,0.9,0.931034,0.870968,0.821429,0.766667,0.793103,0.657143,0.781917,0.839837,0.931034,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00124,sparse,80,nuclei.zip:train_data_nuclei_05,0.927962,0.865605,0.937002,0.919094,0.927962,0.999699,0.999869,32558,2189,2866,16739603,35424,34747,90000,0.3936,0.954019,0.834881,ok,0.154,28,29,0.964286,0.931034,0.947368,0.9,0.857143,0.827586,0.842105,0.727273,0.816762,0.862138,0.947368,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00125,sparse,80,nuclei.zip:train_data_nuclei_06,0.923447,0.857781,0.915987,0.931029,0.923447,0.999877,0.999932,12473,1144,924,16762675,13397,13617,108777,0.12316,0.932328,0.798001,ok,0.111,8,7,0.875,1.0,0.933333,0.875,0.75,0.857143,0.8,0.666667,0.769146,0.824085,0.933333,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00126,sparse,80,nuclei.zip:train_data_nuclei_06,0.951825,0.908078,0.962309,0.941566,0.951825,0.999913,0.999966,14502,568,900,16761246,15402,15070,128366,0.119985,0.924616,0.902847,ok,0.1,8,8,0.875,0.875,0.875,0.777778,0.75,0.75,0.75,0.6,0.774005,0.884577,0.875,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00127,sparse,80,nuclei.zip:train_data_nuclei_06,0.958394,0.920112,0.966082,0.950828,0.958394,0.999924,0.999969,14754,518,763,16761181,15517,15272,130875,0.118564,0.941304,0.909645,ok,0.046,8,11,0.875,0.636364,0.736842,0.583333,0.875,0.636364,0.736842,0.583333,0.673592,0.91416,0.736842,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00128,sparse,80,nuclei.zip:train_data_nuclei_06,0.932139,0.872903,0.966772,0.899902,0.932139,0.99988,0.999972,13791,474,1534,16761417,15325,14265,130875,0.117096,0.904014,0.879997,ok,0.148,9,11,1.0,0.818182,0.9,0.818182,1.0,0.818182,0.9,0.818182,0.795305,0.883673,0.9,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00129,sparse,80,nuclei.zip:train_data_nuclei_06,0.928719,0.866924,0.953647,0.905061,0.928719,0.999879,0.999962,13270,645,1392,16761909,14662,13915,130500,0.112352,0.919286,0.837279,ok,0.116,9,11,1.0,0.818182,0.9,0.818182,0.888889,0.727273,0.8,0.666667,0.772922,0.858802,0.9,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00130,sparse,80,nuclei.zip:train_data_nuclei_06,0.913305,0.840444,0.943411,0.885062,0.913305,0.999832,0.999947,14854,891,1929,16759542,16783,15745,130125,0.128976,0.874168,0.773543,ok,0.11,11,12,0.909091,0.833333,0.869565,0.769231,0.727273,0.666667,0.695652,0.533333,0.708835,0.81516,0.869565,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00131,sparse,80,nuclei.zip:train_data_nuclei_06,0.927838,0.86539,0.954983,0.902194,0.927838,0.99984,0.999951,17268,814,1872,16757262,19140,18082,129750,0.147514,0.925537,0.828816,ok,0.113,12,13,1.0,0.923077,0.96,0.923077,0.916667,0.846154,0.88,0.785714,0.809759,0.843499,0.96,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00132,sparse,80,nuclei.zip:train_data_nuclei_06,0.914592,0.842625,0.918559,0.910659,0.914592,0.999794,0.999902,18531,1643,1818,16755224,20349,20174,129375,0.157287,0.89496,0.832946,ok,0.053,11,14,1.0,0.785714,0.88,0.785714,0.909091,0.714286,0.8,0.666667,0.758718,0.86218,0.88,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00133,sparse,80,nuclei.zip:train_data_nuclei_06,0.937069,0.88159,0.961859,0.913525,0.937069,0.999851,0.999956,18561,736,1757,16756162,20318,19297,128250,0.158425,0.951966,0.865189,ok,0.138,13,14,0.923077,0.857143,0.888889,0.8,0.923077,0.857143,0.888889,0.8,0.780193,0.877717,0.888889,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00134,sparse,80,nuclei.zip:train_data_nuclei_06,0.934911,0.877778,0.964168,0.907377,0.934911,0.999847,0.999959,18486,687,1887,16756156,20373,19173,126375,0.161211,0.964499,0.850394,ok,0.119,12,12,0.916667,0.916667,0.916667,0.846154,0.833333,0.833333,0.833333,0.714286,0.790791,0.862681,0.916667,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00135,sparse,80,nuclei.zip:train_data_nuclei_06,0.897267,0.813675,0.940216,0.85807,0.897267,0.999769,0.999936,16922,1076,2799,16756419,19721,17998,126038,0.156469,0.861137,0.760225,ok,0.116,12,14,0.666667,0.571429,0.615385,0.444444,0.666667,0.571429,0.615385,0.444444,0.538724,0.875427,0.615385,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00136,sparse,80,nuclei.zip:train_data_nuclei_06,0.922544,0.856225,0.943949,0.902089,0.922544,0.999831,0.99994,16925,1005,1837,16757449,18762,17930,126375,0.148463,0.933619,0.798962,ok,0.114,10,12,1.0,0.833333,0.909091,0.833333,1.0,0.833333,0.909091,0.833333,0.790108,0.869118,0.909091,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00137,sparse,80,nuclei.zip:train_data_nuclei_06,0.931789,0.87229,0.951986,0.912432,0.931789,0.999856,0.99995,16536,834,1587,16758259,18123,17370,125625,0.144263,0.9288,0.846448,ok,0.054,10,11,1.0,0.909091,0.952381,0.909091,1.0,0.909091,0.952381,0.909091,0.83349,0.875164,0.952381,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00138,sparse,80,nuclei.zip:train_data_nuclei_06,0.910474,0.83566,0.931361,0.890503,0.910474,0.999822,0.999933,15143,1116,1862,16759095,17005,16259,123750,0.137414,0.910324,0.786965,ok,0.137,11,10,0.818182,0.9,0.857143,0.75,0.727273,0.8,0.761905,0.615385,0.739961,0.863287,0.857143,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00139,sparse,80,nuclei.zip:train_data_nuclei_06,0.926276,0.862676,0.953374,0.900676,0.926276,0.99987,0.99996,13720,671,1513,16761312,15233,14391,123750,0.123095,0.932678,0.802675,ok,0.118,8,10,1.0,0.8,0.888889,0.8,0.875,0.7,0.777778,0.636364,0.763139,0.858531,0.888889,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00140,sparse,80,nuclei.zip:train_data_nuclei_06,0.906771,0.829442,0.911591,0.902001,0.906771,0.99986,0.999934,11404,1106,1239,16763467,12643,12510,121875,0.103737,0.848315,0.748771,ok,0.273,10,9,0.7,0.777778,0.736842,0.583333,0.5,0.555556,0.526316,0.357143,0.597396,0.810751,0.736842,20.0,,
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,nucleus_00141,sparse,80,nuclei.zip:train_data_nuclei_06,0.908465,0.832282,0.945572,0.87416,0.908465,0.999888,0.999968,9364,539,1348,16765965,10712,9903,111750,0.095857,0.867729,0.776011,ok,0.037,6,6,0.833333,0.833333,0.833333,0.714286,0.666667,0.666667,0.666667,0.5,0.706765,0.848117,0.833333,20.0,,
